Like	Cx	Tense	Trans	Voice	Asp	Anim	Plen	Dep
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	ipf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	pres	tran	pass	ipf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	anim	sh	no
adj	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	anim	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	anim	sh	no
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
adj	pred	past	tran	pass	pf	inan	sh	no
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	yes
ptcp	pred	past	tran	pass	pf	inan	sh	no
