Like;Cx;Tense;Trans;Voice;Asp;Anim;Plen;Dep
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;ipf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;pres;tran;pass;ipf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;anim;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;anim;sh;no
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
adj;pred;past;tran;pass;pf;intr;sh;no
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;yes
ptcp;pred;past;tran;pass;pf;intr;sh;no
