speaker,year,gender,lives,born,education,index,preposition,prep_type,st_form,case,form,consonant
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,25643,у,later,него,gen,m,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,25648,у,later,него,gen,m,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,25821,у,later,него,gen,m,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,26282,у,later,него,gen,m,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,26404,у,later,нее,gen,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,29491,у,later,нее,gen,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,33055,к,initial,ней,dat,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,33233,к,initial,ней,dat,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,33309,с,initial,ней,ins,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,33393,с,initial,ней,ins,f,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,33490,с,initial,ним,ins,m,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,34187,над,later,ними,ins,pl,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,34503,у,later,них,gen,pl,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,34790,у,later,них,gen,pl,yes
nap1974,1974,female,Mikhalevskaya,Mikhalevskaya,high,22712,у,later,них,gen,pl,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,104623,у,later,них,gen,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,105075,с,initial,ней,ins,f,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,105596,за,later,них,acc,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,105707,у,later,них,gen,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,107405,с,initial,ней,ins,f,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,108371,под,later,ним,ins,m,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,109233,от,later,них,gen,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,109369,с,initial,ней,ins,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,109385,с,initial,ней,ins,f,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,109442,с,initial,ней,ins,f,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,109933,до,later,него,gen,m,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,103859,с,initial,ним,ins,m,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,490628,за,later,него,acc,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,493714,из,later,него,gen,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,496706,с,initial,ним,ins,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,496918,от,later,него,gen,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,497080,с,initial,ним,ins,m,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,497523,с,initial,ним,ins,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,498400,за,later,него,acc,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,499065,у,later,него,gen,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,499270,у,later,него,gen,m,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,494085,с,initial,ней,ins,f,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,494232,у,later,нее,gen,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,494256,на,later,нее,acc,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,494283,у,later,нее,gen,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,498924,от,later,нее,gen,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,499246,с,initial,ней,ins,f,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,489780,у,later,них,gen,pl,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,497123,с,initial,ними,ins,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,497285,у,later,них,gen,pl,yes
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,498226,у,later,них,gen,pl,no
ndo1958,1958,female,Mikhalevskaya,Mikhalevskaya,high-mid,498733,за,later,ними,ins,pl,no
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,157095,у,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,157800,с,initial,ним,ins,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,165454,у,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,165469,у,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,538857,за,later,ним,ins,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,542884,у,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,542930,у,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,543128,за,later,него,acc,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,543199,из-за,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,544168,для,later,него,gen,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,544197,к,initial,нему,dat,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,544489,с,initial,ним,ins,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,545416,к,initial,нему,dat,m,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,155691,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,155725,к,initial,ней,dat,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,155921,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,156624,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,156959,на,later,ней,loc,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,157436,к,initial,ней,dat,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,160993,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,539536,у,later,нее,gen,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,540243,у,later,нее,gen,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,540751,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,541634,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,543058,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,546805,с,initial,ней,ins,f,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159293,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159718,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159733,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159739,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159748,от,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159753,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,159758,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,162350,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,540348,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,540918,у,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,541735,от,later,них,gen,pl,yes
nfm1961,1961,female,Mikhalevskaya,Plosskoe,high-mid,542524,к,initial,ним,dat,pl,yes
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,34916,у,later,них,gen,pl,no
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,34942,с,initial,ними,ins,pl,no
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,34548,у,later,них,gen,pl,no
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,34653,у,later,него,gen,m,no
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,557895,у,later,него,gen,m,no
njae1952,1952,male,Plosskoe,Akichkin pochinok,high,556601,у,later,нее,gen,f,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,68885,на,later,него,acc,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,73631,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,74105,с,initial,ним,ins,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,74168,с,initial,ним,ins,m,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,75063,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,75132,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,75909,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,76130,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454443,к,initial,нему,dat,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454548,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454805,с,initial,ним,ins,m,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454814,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454882,за,later,него,acc,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455543,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455708,у,later,него,gen,m,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456023,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456142,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456155,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456255,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456422,в,initial,нем,loc,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,457055,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,457880,с,initial,ним,ins,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,459887,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,67058,с,initial,ней,ins,f,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,70681,к,initial,ней,dat,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72217,к,initial,ней,dat,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72262,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72378,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72398,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72408,у,later,нее,gen,f,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,74906,с,initial,ней,ins,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,75455,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,76187,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,76193,к,initial,ней,dat,f,no
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,452817,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454070,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455200,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455952,к,initial,ней,dat,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455963,к,initial,ней,dat,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456325,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,457087,у,later,нее,gen,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,458423,на,later,ней,loc,f,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,67881,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,72791,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,74365,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,453580,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,453587,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,454310,с,initial,ними,ins,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455512,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,455647,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456056,с,initial,ними,ins,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,456123,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,457668,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,458782,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,458838,к,initial,ним,dat,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,459702,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,638914,с,initial,ним,ins,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,638983,у,later,него,gen,m,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,88120,у,later,них,gen,pl,yes
nnt1960,1960,female,Mikhalevskaya,Mikhalevskaya,high,639331,с,initial,ними,ins,pl,yes
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494392,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494647,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494729,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494766,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,496108,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497119,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497157,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497192,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497295,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497359,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497712,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497821,к,initial,нему,dat,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497886,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,498028,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,498733,к,initial,нему,dat,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499155,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499323,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499705,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,493709,с,initial,ней,ins,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494162,с,initial,ней,ins,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494173,у,later,нее,gen,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494238,у,later,нее,gen,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494463,за,later,ней,ins,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494503,у,later,нее,gen,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,494581,за,later,ней,ins,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,497472,с,initial,ней,ins,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499004,у,later,ней,gen,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,498350,на,later,них,acc,pl,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,498467,за,later,ними,ins,pl,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499454,за,later,них,acc,pl,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,499578,на,later,них,acc,pl,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,473998,с,initial,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475057,к,initial,нему,dat,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475086,к,initial,нему,dat,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475090,с,initial,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475094,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475543,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475878,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,478007,у,later,него,gen,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,479185,за,later,ним,ins,m,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,474087,у,later,нее,gen,f,no
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,475455,у,later,них,gen,pl,yes
npo1954,1954,male,Mikhalevskaya,Mikhalevskaya,high-mid,479188,за,later,ними,ins,pl,no
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20139,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20648,на,later,него,acc,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20715,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20794,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20853,к,initial,нему,dat,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20861,от,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,20865,к,initial,нему,dat,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,21255,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,195818,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,195839,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,195908,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,196016,к,initial,нему,dat,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,196833,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,196930,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197266,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197453,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197521,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197612,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197715,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197834,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,202012,на,later,него,acc,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,203600,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,203681,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,203713,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,204110,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,204706,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,204750,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,417607,у,later,него,gen,m,no
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,461650,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,462651,в,initial,него,acc,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464349,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464359,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464378,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464484,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464515,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464834,на,later,него,acc,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,464855,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466072,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466330,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466354,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466360,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466405,с,initial,ним,ins,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,468483,у,later,него,gen,m,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197373,с,initial,ней,ins,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197382,с,initial,ней,ins,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,268127,у,later,нее,gen,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,463237,с,initial,ней,ins,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,463325,у,later,нее,gen,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,463397,у,later,нее,gen,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,466316,у,later,нее,gen,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,468051,с,initial,ней,ins,f,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197694,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,197985,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,198099,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,198460,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,198471,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,202007,на,later,них,acc,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,202350,мимо,later,них,gen,pl,no
