speaker,year,gender,lives,born,education,index,preposition,prep_type,st_form,case,form,consonant
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,203044,с,initial,ними,ins,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,204398,по,later,ним,dat,pl,no
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,204687,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,205275,с,initial,ними,ins,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,467082,с,initial,ними,ins,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,467216,у,later,них,gen,pl,yes
npo1965,1965,male,Mikhalevskaya,Mikhalevskaya,high-mid,467229,у,later,них,gen,pl,yes
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,91977,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,109179,с,initial,ним,ins,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107098,на,later,него,acc,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107102,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107131,на,later,него,acc,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107307,на,later,него,acc,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107334,к,initial,нему,dat,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107382,к,initial,нему,dat,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,117045,у,later,них,gen,pl,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107955,с,initial,ней,ins,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,117947,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,108017,у,later,них,gen,pl,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,108056,у,later,них,gen,pl,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,119757,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,119761,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,119772,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,107000,с,initial,ними,ins,pl,yes
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,193913,по,later,ней,dat,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,193919,по,later,ней,dat,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,193928,по,later,ней,dat,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,197118,с,initial,ней,ins,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,199432,у,later,нее,gen,f,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,195420,у,later,него,gen,m,no
nvt1952,1952,male,Mikhalevskaya,Akichkin pochinok,high-mid,193268,за,later,ними,ins,pl,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,190390,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,187600,кроме,later,него,gen,m,yes
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,192395,у,later,нее,gen,f,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,192613,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,192707,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,192720,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,192788,с,initial,ним,ins,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,193044,за,later,ним,ins,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,367222,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,368673,после,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,369111,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,370727,для,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,371974,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,372231,с,initial,ним,ins,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,373567,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,373591,у,later,него,gen,m,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,368150,с,initial,ней,ins,f,no
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,368802,у,later,них,gen,pl,yes
ofsh1952,1952,female,Mikhalevskaya,Mikhalevskaya,low-mid,375101,с,initial,них,gen,pl,yes
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,92102,к,initial,нему,dat,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,93517,с,initial,ним,ins,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,94487,с,initial,ним,ins,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,95044,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,95239,с,initial,ним,ins,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,95336,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,248513,про,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,249006,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,250373,к,initial,нему,dat,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,259314,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,260425,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,261882,с,initial,ним,ins,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,262981,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,264125,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,264184,у,later,него,gen,m,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,37711,у,later,ней,gen,f,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,92285,у,later,нее,gen,f,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,93061,у,later,ней,gen,f,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,247296,у,later,них,gen,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,249572,с,initial,ними,ins,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,249838,у,later,них,gen,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,250259,у,later,них,gen,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,259611,к,initial,ним,dat,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,260258,от,later,них,gen,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,261603,у,later,них,gen,pl,no
opsh1935,1935,female,Plosskoe,Plosskoe,high-mid,262844,от,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,76319,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,156127,с,initial,ней,ins,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,28887,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,28936,за,later,ними,ins,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,174216,про,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170000,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,175263,с,initial,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170045,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,175481,за,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,175568,за,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,175576,за,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170112,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170121,за,later,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170143,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170178,к,initial,нему,dat,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170208,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170211,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170374,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170470,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,170507,без,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,169693,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,299715,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,299811,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,299997,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,300011,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,300362,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,300627,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,300651,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,301104,к,initial,ней,dat,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,302090,с,initial,ней,ins,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,302291,с,initial,ней,ins,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,303451,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,303599,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,303725,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,303992,на,later,них,acc,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,305214,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,297485,от,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,297497,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,297745,к,initial,ним,dat,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,297811,у,later,нее,gen,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,296792,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,298498,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,298686,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,101182,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,101164,с,initial,ней,ins,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103782,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,101459,за,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,101466,с,initial,ним,ins,m,yes
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,102841,без,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103268,на,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103330,к,initial,нему,dat,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103342,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103447,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,103454,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,160478,с,initial,ними,ins,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,157967,за,later,него,acc,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,158941,у,later,него,gen,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,158938,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,159305,к,initial,нему,dat,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,159820,на,later,них,acc,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,120419,к,initial,нему,dat,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,120548,с,initial,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,120569,за,later,ним,ins,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,120627,по,later,него,dat,m,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,121260,наперед,later,ней,ins,f,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,117171,у,later,них,gen,pl,no
pfp1928,1928,female,Mikhalevskaya,Bestuzhevo,low-mid,117201,у,later,нее,gen,f,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,428375,у,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,428383,у,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,428559,у,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,428686,напротив,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,432583,у,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,433443,у,later,него,gen,m,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,427014,с,initial,ней,ins,f,yes
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,428849,на,later,нее,acc,f,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,432438,у,later,нее,gen,f,no
ppp1955,1955,male,Mikhalevskaya,Mikhalevskaya,high-mid,427649,у,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,95718,у,later,него,gen,m,yes
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,95723,у,later,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,99981,у,later,него,gen,m,yes
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,106931,с,initial,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,107249,при,later,нем,loc,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,107968,у,later,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,108219,у,later,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,108348,у,later,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,108414,к,initial,ней,dat,f,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,95962,у,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,102752,к,initial,ним,dat,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,265466,у,later,него,gen,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,579155,с,initial,ним,ins,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,579312,на,later,него,acc,m,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,265365,в,initial,ней,loc,f,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575704,у,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575778,за,later,ними,ins,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575809,с,initial,ними,ins,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575896,для,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575916,над,later,ними,ins,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,575951,на,later,них,acc,pl,yes
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,577722,на,later,них,loc,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,579069,у,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,579148,у,later,них,gen,pl,no
sek1930,1930,male,Plosskoe,Plosskoe,low-mid,579178,у,later,них,gen,pl,no
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,25885,у,later,них,gen,pl,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,25898,у,later,них,gen,pl,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,26060,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,26673,от,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,27925,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,28563,на,later,ней,loc,f,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,31331,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,34552,у,later,них,gen,pl,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,215405,на,later,нее,acc,f,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,215552,на,later,нее,acc,f,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,215632,у,later,нее,gen,f,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,281458,на,later,ней,loc,f,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,218885,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,278955,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,279568,от,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,280820,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,284226,у,later,него,gen,m,yes
svp1975,1975,male,Mikhalevskaya,Mikhalevskaya,high,216094,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,189427,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,189628,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,189640,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,189643,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,189653,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,190791,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,190809,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,191335,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,191482,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194122,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,431009,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,433279,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,435002,над,later,ним,ins,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,435098,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,191183,к,initial,ней,dat,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,193049,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,193102,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,193137,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,193976,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194025,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194039,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194075,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194455,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194465,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194474,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194516,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,432347,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,432431,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,432464,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,432471,у,later,нее,gen,f,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,190848,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,193966,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194196,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194340,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,194520,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,431101,с,initial,ними,ins,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,433293,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,434173,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,524408,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,524472,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,527157,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,527547,с,initial,ним,ins,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,527566,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,527571,у,later,него,gen,m,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,522861,к,initial,ним,dat,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,522868,к,initial,ним,dat,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,523044,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,523421,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,523765,с,initial,ними,ins,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,523818,об,later,них,loc,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,526800,у,later,них,gen,pl,yes
vap1963,1963,female,Mikhalevskaya,Mikhalevskaya,high,527033,у,later,них,gen,pl,yes
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,186749,к,initial,нему,dat,m,no
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,327907,от,later,него,gen,m,no
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,330218,у,later,него,gen,m,no
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,330452,у,later,него,gen,m,no
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,183883,у,later,нее,gen,f,no
vkch1966,1966,male,Mikhalevskaya,Mikhalevskaya,high,329924,у,later,них,gen,pl,no
vsp1996,1996,female,Mikhalevskaya,Mikhalevskaya,high,240555,с,initial,ней,ins,f,yes
vsp1996,1996,female,Mikhalevskaya,Mikhalevskaya,high,246361,с,initial,ней,ins,f,yes
vsp1996,1996,female,Mikhalevskaya,Mikhalevskaya,high,240770,у,later,них,gen,pl,yes
vsp1996,1996,female,Mikhalevskaya,Mikhalevskaya,high,240898,у,later,них,gen,pl,yes
